id,name,link,immunity_condition,immunity_damage,def,hits,habitat,exp,speed,resist,saving,debility,languages,feels,skill_bonus,source,strength,dexterity,constitution,intelligence,wisdom,charisma,brief_inf
1814,Окаменевший (Камнеклятый) [Stone Cursed],https://dnd.su/bestiary/7037-stone-cursed/,"окаменение?, отравление?, очарование?, испуг?, истощение?",яд,17,19 (3к8 + 6) ,"город, горы, пустыня",1 (200 опыта),10 футов,,,дробящий,"все, известные при жизни",пассивное Восприятие 9,+2 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[16, 3]","[5, -3]","[14, 2]","[5, -3]","[8, -1]","[7, -2]","Средний? Конструкт, обычно законно-злой"
1815,Оловянный солдатик [Tin Soldier],https://dnd.su/bestiary/8392-tin-soldier/,"паралич?, очарование?, отравление?, ослепление?, окаменение?, истощение?, испуг?, глухота?","психическая энергия, яд",18,27 (6к6 + 6) ,,1 (200 опыта),25 футов,,,,,"слепое зрение? 60 футов (слеп за пределами этого радиуса), пассивное Восприятие 6",+2 ,«The Wild Beyond The Witchlight: A Feywild Adventure»,"[14, 2]","[11, 0]","[13, 1]","[1, -5]","[3, -4]","[1, -5]","Маленький? Конструкт, без мировоззрения"
1816,Орвекс Окраммус [Orvex Ocrammas],https://dnd.su/bestiary/6061-orvex-ocrammas/,,,12,27 (6к8) ,,1 (200 опыта),30 футов,,,,"Общий, Язык Грунгов",пассивное Восприятие 16,+2 ,«Tomb of Annihilation»,"[10, 0]","[15, 2]","[10, 0]","[12, 1]","[14, 2]","[16, 3]","Средний? Гуманоид, нейтральный, именной НИП"
1817,Отражающая варгулья [Vargouille Reflection],https://dnd.su/bestiary/13138-vargouille-reflection/,отравление?,яд,12,22 (5к4 + 10) ,,1 (200 опыта),"5 футов, летая 40 футов","огонь, психическая энергия, холод, электричество",,,"понимает язык Бездны, Инфернальный любые языки, которые известные до того как стать варгульей, но не может говорить","тёмное зрение? 60 футов, пассивное Восприятие 10",+2 ,«Planescape: Adventures in the Multiverse»,"[6, -2]","[15, 2]","[14, 2]","[6, -2]","[10, 0]","[2, -4]","Крошечное? Исчадие, хаотично-злое"
1818,Обайя Удэй [Obaya Uday],https://dnd.su/bestiary/5345-obaya-uday/,,,13,27 (5к8 + 5) ,,2 (450 опыта),30 футов,,,,2 любых языка,пассивное Восприятие 13,+2 ,«Waterdeep: Dragon Heist»,"[10, 0]","[10, 0]","[12, 1]","[13, 1]","[16, 3]","[13, 1]","Средний? Гуманоид (чультанка; человек), нейтрально-добрый, именной НИП"
1819,Огр [Ogre],https://dnd.su/bestiary/19-ogre/,,,11,59 (7к10 + 21) ,"арктика, болото, горы, лес, луг, подземье, пустыня, холмы",2 (450 опыта),40 футов,,,,"Общий, Великаний","тёмное зрение? 60 футов, пассивное Восприятие 8",+2 ,«Monster manual»,"[19, 4]","[8, -1]","[16, 3]","[5, -3]","[7, -2]","[7, -2]","Большой? Великан, хаотично-злой"
1820,Огр болтомёт [Ogre Bolt Launcher],https://dnd.su/bestiary/6913-ogre-bolt-launcher/,,,13,59 (7к10 + 21) ,"горы, луг, холмы",2 (450 опыта),40 футов,,,,"Общий, Великаний","тёмное зрение? 60 футов, пассивное Восприятие 8",+2 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[19, 4]","[12, 1]","[16, 3]","[5, -3]","[7, -2]","[7, -2]","Большой? Великан, обычно хаотично-злой"
1821,Огр зомби [Ogre zombie],https://dnd.su/bestiary/324-ogre-zombie/,отравление?,яд,8,85 (9к10 + 36) ,,2 (450 опыта),30 футов,,Мдр +0,,"Общий, Великаний","тёмное зрение? 60 футов, пассивное Восприятие 8",+2 ,«Monster manual»,"[19, 4]","[6, -2]","[18, 4]","[3, -4]","[6, -2]","[5, -3]","Большая? Нежить, нейтрально-злая"
1822,Огр паланкин [Ogre Howdah],https://dnd.su/bestiary/6915-ogre-howdah/,,,15,59 (7к10 + 21) ,"горы, луг, холмы",2 (450 опыта),40 футов,,,,"Общий, Великаний","тёмное зрение? 60 футов, пассивное Восприятие 8",+2 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[19, 4]","[8, -1]","[16, 3]","[5, -3]","[7, -2]","[7, -2]","Большой? Великан, обычно хаотично-злой"
1823,Огр-падальщик [Carrion Ogre],https://dnd.su/bestiary/6175-carrion-ogre/,,,11,59 (7к10 + 21) ,,2 (450 опыта),40 футов,,,,,"тёмное зрение? 60 футов, пассивное Восприятие 8",+2 ,«Waterdeep: Dungeon of the Mad Mage»,"[19, 4]","[8, -1]","[16, 3]","[1, -5]","[7, -2]","[7, -2]","Большой? Великан, хаотично-злой"
1824,Огромное щупальце [Enormous Tentacle],https://dnd.su/bestiary/8506-enormous-tentacle/,,,12,60 (8к12 + 8) ,"болото, лес, под водой, подземье, пустыня",2 (450 опыта),"30 футов, плавая 30 футов",,,,,"слепое зрение? 10 футов, пассивное Восприятие 12",+2 ,«Acquisition Incorporated»,"[19, 4]","[14, 2]","[12, 1]","[1, -5]","[10, 0]","[3, -4]","Огромный? Зверь, без мировоззрения"
1825,Оддлвин [Oddlewin],https://dnd.su/bestiary/13249-oddlewin/,очарование?,,13,21 (6к6) ,"лес, подземье, холмы",2 (450 опыта),30 футов,,,,"Общий, Гоблинский, Сильван","тёмное зрение? 60 футов, пассивное Восприятие 13",+2 ,«The Book of Many Things»,"[8, -1]","[14, 2]","[10, 0]","[10, 0]","[16, 3]","[15, 2]","Маленькая? Фея (гоблиноид), хаотично-нейтральная, именной НИП"
1826,Оживлённая баллиста [Animated Ballista],https://dnd.su/bestiary/5472-animated-ballista/,"окаменение?, ослепление?, отравление?, паралич?, очарование?, глухота?",яд,15,50 (9к10 + 1) ,,2 (450 опыта),30 футов,,,,,"истинное зрение? 120 футов (слеп за его пределами), пассивное Восприятие 6",+2 ,«Waterdeep: Dungeon of the Mad Mage»,"[14, 2]","[10, 0]","[10, 0]","[3, -4]","[3, -4]","[1, -5]","Большой? Конструкт, без мировоззрения"
1827,Оживлённый стол [Animated Table],https://dnd.su/bestiary/8550-animated-table/,"глухота?, испуг?, истощение?, окаменение?, ослепление?, отравление?, очарование?, паралич?","психическая энергия, яд",15,39 (6к10 + 6) ,,2 (450 опыта),40 футов,,,,,"слепое зрение? 60 футов (слеп за его пределами), пассивное Восприятие 6",+2 ,«Tales from the Yawning Portal»,"[18, 4]","[8, -1]","[13, 1]","[1, -5]","[3, -4]","[1, -5]","Большой? Конструкт, без мировоззрения"
1828,Оккультист послушник [Occult Initiate],https://dnd.su/bestiary/7859-occult-initiate/,,,12,66 (12к8 + 12) ,,2 (450 опыта),30 футов,,,,Общий,пассивное Восприятие 12,+2 ,«Critical Role: Call of the Netherdeep»,"[10, 0]","[14, 2]","[12, 1]","[14, 2]","[10, 0]","[16, 3]","Маленький? или Средний? Гуманоид (Чародей), любое мировоззрение"
1829,Оллин [Ollin],https://dnd.su/bestiary/8540-ollin/,,,13,27 (5к8 + 5) ,город,2 (450 опыта),30 футов,огонь,,,"Общий, Игнан, Инфернальный, Тлетлахтолли","тёмное зрение? 60 футов, пассивное Восприятие 13",+2 ,«Journeys through the Radiant Citadel»,"[10, 0]","[10, 0]","[12, 1]","[13, 1]","[16, 3]","[13, 1]","Средний? Гуманоид (Тифлинг), хаотично-добрый, именной НИП"
1830,Орейот [Oreioth],https://dnd.su/bestiary/4934-oreioth/,,,11,39 (6к8 + 12) ,,2 (450 опыта),30 футов,,Мдр +1,,"Общий, Бездны",пассивное Восприятие 9,+2 ,«Princes of the Apocalypse»,"[8, -1]","[13, 1]","[14, 2]","[16, 3]","[9, -1]","[11, 0]","Средний? Гуманоид (человек), хаотично-злой, именной НИП"
1831,Орк коготь Лутик [Orc claw of Luthic],https://dnd.su/bestiary/571-orc-claw-of-luthic/,,,14,45 (6к8 + 18) ,"горы, подземье",2 (450 опыта),30 футов,,,,"Общий, Орочий","тёмное зрение? 60 футов, пассивное Восприятие 12",+2 ,«Volo's guide to monsters»,"[14, 2]","[15, 2]","[16, 3]","[10, 0]","[15, 2]","[11, 0]","Средний? Гуманоид (орк), хаотично-злой"
1832,Орк око Груумша [Orc eye of Gruumsh],https://dnd.su/bestiary/259-orc-eye-of-gruumsh/,,,16,45 (6к8 + 18) ,"арктика, болото, горы, лес, луг, подземье, холмы",2 (450 опыта),30 футов,,,,"Общий, Орочий","тёмное зрение? 60 футов, пассивное Восприятие 11",+2 ,«Monster manual»,"[16, 3]","[12, 1]","[16, 3]","[9, -1]","[13, 1]","[12, 1]","Средний? Гуманоид (орк), хаотично-злой"
1833,Орк рука Юртруса [Orc hand of Yurtrus],https://dnd.su/bestiary/573-orc-hand-of-yurtrus/,,,12,30 (4к8 + 12) ,"горы, лес, луг, подземье, холмы",2 (450 опыта),30 футов,,,,"Общий, Орочий","тёмное зрение? 60 футов, пассивное Восприятие 12",+2 ,«Volo's guide to monsters»,"[12, 1]","[11, 0]","[16, 3]","[11, 0]","[14, 2]","[9, -1]","Средний? Гуманоид (орк), хаотично-злой"
1834,Орог [Orog],https://dnd.su/bestiary/260-orog/,,,18,42 (5к8 + 20) ,"арктика, горы, лес, луг, подземье, холмы",2 (450 опыта),30 футов,,,,"Общий, Орочий","тёмное зрение? 60 футов, пассивное Восприятие 10",+2 ,«Monster manual»,"[18, 4]","[12, 1]","[18, 4]","[12, 1]","[11, 0]","[12, 1]","Средний? Гуманоид (орк), хаотично-злой"
1835,Ортемей Быстрая и Тёмная [Ortimay Swift and Dark],https://dnd.su/bestiary/6060-ortimay-swift-and-dark/,,,15,65 (10к8 + 20) ,,2 (450 опыта),25 футов,,"Сил +4, Лов +5, Мдр +2",,Гномий,"тёмное зрение? 60 футов, пассивное Восприятие 10",+2 ,«Tomb of Annihilation»,"[15, 2]","[16, 3]","[14, 2]","[14, 2]","[11, 0]","[14, 2]","Маленький? Гуманоид (женщина илусканка, скальный гном), хаотично-добрый, именной НИП"
